Datetime,Subsistema,Demanda Maxima Instantanea (MW),ENA Bruta (% MLT),EAR MAX (MWmes),Carga de Energia (MWmed),ENA Bruta (MWmed),Demanda Maxima horaria (MWh_h),Geracao de Energia - dia - (GWh),Carga de Energia (GWh),EAR (MWmes),ENA armazenavel (MWmed),EAR (GWh),Geracao de Energia - dia - (MWmed) ,ENA armazenavel (% MLT),EAR (%)
2020-02-01,Sudeste/Centro-Oeste,44384.984000000004,83.80449677,202691.9375,39857.81329167,59303.99609375,44124.529,1022.51612017,956.587519,50744.25,57904.44140625,37068.674625,42604.83833973,81.82679749,25.03520012
2020-02-02,Sudeste/Centro-Oeste,41695.598,82.33119965,202691.9375,35884.70183333,58261.41796875,41416.06,911.70812497,861.232844,51506.87109375,57048.3828125,37625.76933398,37987.8385398,80.61710358,25.41139984
2020-02-03,Sudeste/Centro-Oeste,47548.996,80.77020264,202691.9375,41481.07166667,57156.7421875,47543.049000000006,1062.86634444,995.54572,51748.984375,55991.12109375,37802.63308594,44286.09768415,79.1230011,25.53089905
2020-02-04,Sudeste/Centro-Oeste,47143.059,80.25830078,202691.9375,41790.751875,56794.5078125,47086.287000000004,1052.20387558,1002.978045,52301.2890625,55613.44921875,38206.09166016,43841.82814875,78.58930206,25.80330086
2020-02-05,Sudeste/Centro-Oeste,47292.573,81.47190094,202691.9375,41908.981125,57653.3359375,47135.193,1046.14395755,1005.815547,52878.34765625,56428.359375,38627.63296289,43589.33156334,79.74089813,26.08799934
2020-02-06,Sudeste/Centro-Oeste,46212.848,86.13610077,202691.9375,41191.18825,60953.921875,46174.529,1058.31379652,988.588518,53555.40625,59163.1015625,39122.22426563,44096.40818802,83.60540009,26.42210007
2020-02-07,Sudeste/Centro-Oeste,45958.273,92.52539825,202691.9375,40906.97533333,65475.28125,45171.187999999995,1026.8226694,981.767408,54577.16796875,63395.95703125,39868.62120117,42784.27789116,89.58699799,26.92620087
2020-02-08,Sudeste/Centro-Oeste,44269.402,99.26119995,202691.9375,37943.64516667,70241.859375,43852.335999999996,948.72945183,910.647484,55935.0625,67981.609375,40860.56315625,39530.3938256,96.06719971,27.59609985
2020-02-09,Sudeste/Centro-Oeste,41782.293,104.00170135,202691.9375,35050.30120833,73596.4609375,41607.511,863.83115349,841.207229,57395.24609375,70761.0625,41927.22727148,35992.96472786,99.99490356,28.31649971
2020-02-10,Sudeste/Centro-Oeste,44836.379,108.33830261,202691.9375,40498.43441667,76665.21875,44738.0,983.38147445,971.962426,58490.05859375,74003.2109375,42726.98780273,40974.22810132,104.57649994,28.85659981
2020-02-11,Sudeste/Centro-Oeste,44067.473,107.94120026,202691.9375,39537.44404167,76384.234375,43684.76,949.20071395,948.898657,59878.734375,72730.0,43741.41546094,39550.02974748,102.77729797,29.54170036
2020-02-12,Sudeste/Centro-Oeste,43971.43,108.57260132,202691.9375,39025.719,76831.0390625,43751.210999999996,956.67167093,936.617256,61225.39453125,72391.8828125,44725.15070508,39861.31962124,102.29949951,30.20610046
2020-02-13,Sudeste/Centro-Oeste,44716.137,110.85500336,202691.9375,39330.03883333,78446.1796875,44305.710999999996,982.15000888,943.920932,62573.62109375,72913.4453125,45710.03020898,40922.91703604,103.03649902,30.87129974
2020-02-14,Sudeste/Centro-Oeste,46242.765999999996,114.49500275,202691.9375,40509.18225,81022.015625,46130.308,978.22774903,972.220374,64109.69921875,75081.703125,46832.135279300004,40759.48954227,106.10060120000001,31.629100800000003
2020-02-15,Sudeste/Centro-Oeste,45149.066,117.16760254,202691.9375,38615.66129167,82913.25,44834.672999999995,959.53063088,926.775871,65701.2734375,77704.9296875,47994.78024609,39980.44295268,109.80750275,32.41439819
2020-02-16,Sudeste/Centro-Oeste,42505.707,118.311203,202691.9375,35975.59275,83722.546875,42322.309,854.6264244999999,863.414226,67119.7890625,76736.0234375,49031.00591016,35609.43435397,108.43830109,33.11420059
2020-02-17,Sudeste/Centro-Oeste,49237.167,117.74819946,202691.9375,42777.368125,83324.125,49098.617,1016.77804182,1026.656835,68222.0625,78460.5625,49836.21665625,42365.75174186,110.87539673,33.65800095
2020-02-18,Sudeste/Centro-Oeste,50778.578,116.31710052,202691.9375,44491.90216667,82311.3984375,50576.40900000001,1042.29666592,1067.805652,69179.109375,77963.171875,50535.33939844,43429.02774605,110.17250061,34.13019943
2020-02-19,Sudeste/Centro-Oeste,50802.825999999994,115.22660065,202691.9375,44564.20945833,81539.7421875,50432.474,1047.0061673,1069.541027,70093.3125,77567.0234375,51203.16478125,43625.2569706,109.61270142,34.58119965
2020-02-20,Sudeste/Centro-Oeste,50058.328,114.00209808,202691.9375,44549.63779167,80673.171875,49901.692,1063.14843994,1069.191307,70893.96875,77080.5625,51788.04417188,44297.85166365,108.92520142,34.9762001
2020-02-21,Sudeste/Centro-Oeste,47080.999,112.62429809999999,202691.9375,42885.02866667,79698.171875,46868.556,1065.76408341,1029.240688,71644.640625,76132.3125,52336.40997656,44406.83680855,107.58519745,35.34659958
2020-02-22,Sudeste/Centro-Oeste,41447.547,111.12139893,202691.9375,36801.76191667,78634.703125,41276.818,923.701096,883.242286,72798.625,74798.890625,53179.3955625,38487.54566611,105.70089722,35.91590118
2020-02-23,Sudeste/Centro-Oeste,38207.513,109.69139862,202691.9375,31933.59470833,77622.765625,38092.893,855.65125151,766.406273,73986.2265625,72819.703125,54046.93850391,35652.13547886,102.90409851,36.50180054
2020-02-24,Sudeste/Centro-Oeste,40898.897000000004,108.53320313,202691.9375,34983.581625,76803.15625,40747.864,882.63955432,839.605959,75004.6875,72347.0234375,54790.92421875,36776.648095699995,102.23609924,37.00429916
2020-02-25,Sudeste/Centro-Oeste,43074.627,108.61560059,202691.9375,36053.19575,76861.453125,42974.377,902.64047143,865.276698,76091.25,71440.6171875,55584.658125,37610.01964255,100.9552002,37.54029846
2020-02-26,Sudeste/Centro-Oeste,45621.187999999995,110.31220245,202691.9375,40125.751875,78062.0390625,45173.015999999996,1010.72911233,963.018045,76840.0234375,73553.46875,56131.63712109,42113.71301336,103.94100189,37.90980148
2020-02-27,Sudeste/Centro-Oeste,44148.02,112.37670135,202691.9375,39824.99804167,79522.984375,43911.19,994.54393599,955.799953,77952.9375,74131.0078125,56944.62084375,41439.3306655,104.75710297,38.45880127
2020-02-28,Sudeste/Centro-Oeste,43203.277,114.55619812,202691.9375,38617.31741667,81065.3046875,43016.592000000004,967.45912333,926.815618,79211.5859375,74638.78125,57864.06352734,40310.796805,105.47470093,39.07979965
2020-02-29,Sudeste/Centro-Oeste,42431.890999999996,117.51200104,202691.9375,35605.02116667,83156.9375,42192.398,894.98027947,854.520508,80592.4609375,75668.375,58872.79271484,37290.84497725,106.92960358,39.76110077
2020-03-01,Sudeste/Centro-Oeste,38779.262,124.07579803,202691.9375,31980.30891667,85550.96875,38641.785,800.18819645,767.527414,82307.3359375,76483.859375,60125.50890234,33341.17485153,110.92569733,40.60710144
2020-03-02,Sudeste/Centro-Oeste,42867.91,127.99160004,202691.9375,37251.43241667,88250.9140625,42590.834,928.69642851,894.034378,83649.328125,79432.1953125,61105.83419531,38695.684521300005,115.2016983,41.26919937
2020-03-03,Sudeste/Centro-Oeste,43964.074,131.19889832,202691.9375,38291.69283333,90462.3828125,43723.504,958.88489064,919.000628,85065.9921875,81308.4765625,62140.70729297,39953.5371091,117.92289734,41.9681015
2020-03-04,Sudeste/Centro-Oeste,44549.492,132.24330139,202691.9375,38902.20395833,91182.4765625,44184.024000000005,976.68277831,933.652895,86333.1484375,81822.90625,63066.36493359,40695.11576152,118.66889954,42.59329987
2020-03-05,Sudeste/Centro-Oeste,44672.335999999996,131.61129761,202691.9375,39495.68875,90746.75,44423.269,1001.93690942,947.89653,87422.265625,81373.3515625,63861.96503906,41747.37122496,118.01689911,43.13059998
2020-03-06,Sudeste/Centro-Oeste,44275.62,130.0196991,202691.9375,39213.49354167,89649.2890625,43889.402,990.46011174,941.123845,88493.7109375,80582.8984375,64644.65583984,41269.17132125,116.87049866,43.65919876
2020-03-07,Sudeste/Centro-Oeste,42879.835999999996,128.08230591,202691.9375,35933.14479167,88313.4453125,42672.569,895.07451872,862.395475,89846.34375,79909.84375,65632.75410938,37294.77161296,115.89440155,44.32649994
2020-03-08,Sudeste/Centro-Oeste,40255.557,126.13189697,202691.9375,32875.38266667,86968.6875,39713.256,805.75268453,789.009184,91190.7265625,77350.5078125,66614.82575391,33573.02852184,112.18260193,44.9897995
2020-03-09,Sudeste/Centro-Oeste,45850.676,122.40699768,202691.9375,39678.44,84400.3046875,45573.02,982.90041802,952.28256,91797.53125,76185.84375,67058.09657813,40954.18408358,110.49340057,45.28919983
2020-03-10,Sudeste/Centro-Oeste,47065.348,117.69799805,202691.9375,41408.44175,81153.4609375,46927.499,1017.37888187,993.802602,92416.8984375,74050.9453125,67510.54430859,42390.78674495,107.39720154,45.59479904
2020-03-11,Sudeste/Centro-Oeste,47408.727,113.84660339,202691.9375,41581.37716667,78497.8828125,47233.01,1032.23129535,997.953052,92971.9765625,71403.9921875,67916.02887891,43009.63730577,103.55819702,45.86859894
2020-03-12,Sudeste/Centro-Oeste,47918.897000000004,109.64240265,202691.9375,42034.20791667,75599.0859375,47682.41099999999,1024.4355369,1008.82099,93551.6796875,69672.0703125,68339.50201172,42684.8140371,101.04640198,46.15459824
2020-03-13,Sudeste/Centro-Oeste,48242.773,105.65869904,202691.9375,42663.50225,72852.3046875,48212.1,1019.5934225,1023.924054,94102.59375,67303.5390625,68741.94473438,42483.05927035,97.61129761,46.42639923
2020-03-14,Sudeste/Centro-Oeste,45945.309,100.97879791,202691.9375,39478.02566667,69625.4609375,45526.837999999996,926.19962191,947.472616,94745.578125,63623.83984375,69211.64482031,38591.65091173,92.27459717,46.74359894
2020-03-15,Sudeste/Centro-Oeste,43024.758,96.11060333,202691.9375,36161.135125,66268.7890625,42971.202000000005,839.29423847,867.867243,95431.078125,58975.67578125,69712.40257031,34970.5932692,85.53330231,47.08179855
2020-03-16,Sudeste/Centro-Oeste,48960.640999999996,91.89420319,202691.9375,42362.318625,63361.5859375,48709.380999999994,1034.62859641,1016.695647,95604.453125,59061.2265625,69839.05300781,43109.52485027,85.65740204,47.16740036
2020-03-17,Sudeste/Centro-Oeste,48272.625,88.60839844,202691.9375,42849.92104167,61095.99609375,48148.432,1052.04503644,1028.398105,95794.1796875,57274.02734375,69977.64826172,43835.20985127,83.06529999,47.26100159
2020-03-18,Sudeste/Centro-Oeste,48631.867,85.14969635,202691.9375,42777.33308333,58711.1953125,48436.011,1048.67903691,1026.655994,95980.2734375,54864.63671875,70113.58974609,43694.95987022,79.57099915,47.35279846
2020-03-19,Sudeste/Centro-Oeste,47234.937999999995,82.50749969,202691.9375,42393.41608333,56889.38671875,47122.482,1045.01266171,1017.441986,96229.3125,53473.09765625,70295.51278125,43542.19423758,77.55280304,47.47560120000001
2020-03-20,Sudeste/Centro-Oeste,45349.023,81.26300049,202691.9375,41043.5055,56031.32421875,44918.956,1020.17641061,985.044132,96613.5703125,52916.40234375,70576.21311328,42507.35044126,76.74539948,47.66519928
2020-03-21,Sudeste/Centro-Oeste,42068.468,81.74819946,202691.9375,35866.04475,56365.859375,41873.297,892.33862792,860.785074,97363.625,53187.6015625,71124.1280625,37180.77616263,77.13870239,48.03530121
2020-03-22,Sudeste/Centro-Oeste,39694.91,83.93409729,202691.9375,31943.79754167,57873.0234375,39549.488,793.68096247,766.651141,98145.0625,51776.8515625,71694.96815625,33070.04010248,75.09269714,48.42079926
2020-03-23,Sudeste/Centro-Oeste,42801.027,85.40850067,202691.9375,35774.579,58889.67578125,42440.08900000001,873.09603748,858.589896,98789.6796875,54038.5,72165.86101172,36379.00156154,78.37280273,48.73880005
2020-03-24,Sudeste/Centro-Oeste,42639.545999999995,85.12249756,202691.9375,35409.76191667,58692.44140625,42126.91099999999,876.28643038,849.834286,99527.8125,53436.9765625,72705.06703125,36511.93459855,77.50039673,49.10300064
2020-03-25,Sudeste/Centro-Oeste,42374.469000000005,85.54810333,202691.9375,35178.87679167,58985.90234375,42086.765,887.63435049,844.293043,100121.3046875,53903.91015625,73138.61307422,36984.76460319,78.17759705,49.39580154
2020-03-26,Sudeste/Centro-Oeste,42156.762,88.04810333,202691.9375,35172.21933333,60709.6328125,41700.757000000005,866.11668138,844.133264,100842.0390625,55125.484375,73665.10953516,36088.19505725,79.94930267,49.75139999
2020-03-27,Sudeste/Centro-Oeste,42185.492,91.22570038,202691.9375,35193.33541667,62900.6640625,41609.997,828.89799805,844.64005,101658.453125,56449.7421875,74261.50000781,34537.41658465,81.86990356,50.15420151
2020-03-28,Sudeste/Centro-Oeste,41910.484,91.57910156,202691.9375,33893.58766667,63144.27734375,41465.638999999996,796.20778886,813.446104,102456.6640625,56510.88671875,74844.59309766,33175.32453548,81.95860291,50.54800034
2020-03-29,Sudeste/Centro-Oeste,39029.25,89.46230316,202691.9375,31856.467875,61684.79296875,38888.754,772.49707893,764.555229,103151.03125,54680.33984375,75351.82832813,32187.37828821,79.30370331,50.89049911
2020-03-30,Sudeste/Centro-Oeste,42131.789000000004,86.83270264,202691.9375,35453.892875,59871.6484375,41502.409,882.35773397,850.893429,103475.5625,54726.9375,75588.89840625,36764.90558125,79.37129974,51.05070114
2020-03-31,Sudeste/Centro-Oeste,42183.395,84.50119781,202691.9375,36078.53083333,58264.0234375,41615.271,884.21135031,865.88474,103852.859375,53760.04296875,75864.51377344,36842.13959616,77.96900177,51.23680115
2020-04-01,Sudeste/Centro-Oeste,41547.363,104.68540192,202691.9375,35712.46416667,57313.0546875,41033.351,866.59217533,857.09914,104333.75,52042.12109375,76215.804375,36108.00730499,95.05780029,51.47409821
2020-04-02,Sudeste/Centro-Oeste,42634.621,103.56800079,202691.9375,36331.98008333,56701.2890625,42007.123,864.61482945,871.967522,104728.9140625,51208.5078125,76504.47172266,36025.61789286,93.53510284,51.66899872
2020-04-03,Sudeste/Centro-Oeste,41345.102,102.02420044,202691.9375,36252.95916667,55856.11328125,40588.432,857.42853599,870.07102,105176.6484375,50768.9453125,76831.54168359,35726.18899926,92.73220062,51.88990021
2020-04-04,Sudeste/Centro-Oeste,40196.562999999995,100.02469635,202691.9375,32484.989,54761.4453125,39559.202000000005,803.46203448,779.639736,105633.328125,49615.03515625,77165.14619531,33477.58476956,90.62449646,52.11520004
2020-04-05,Sudeste/Centro-Oeste,38146.691,97.41719818,202691.9375,30433.612,53333.86328125,37957.645,733.24439171,730.406688,106048.6015625,46750.52734375,77468.50344141,30551.84965429,85.39240265,52.32009888
2020-04-06,Sudeste/Centro-Oeste,41932.59,94.70729828,202691.9375,35006.818,51850.265625,41030.396,842.13042546,840.163632,106220.140625,47074.23046875,77593.81272656,35088.76772744,85.9835968,52.40470123
2020-04-07,Sudeste/Centro-Oeste,40712.848,92.28929901,202691.9375,34960.36945833,50526.44921875,39949.226,845.16633623,839.048867,106412.75,46654.52734375,77734.513875,35215.26400883,85.21700287,52.49969864
2020-04-08,Sudeste/Centro-Oeste,40142.128,91.05010223,202691.9375,33689.12608333,49848.01171875,39166.001000000004,843.30177458,808.539026,106632.359375,45335.7265625,77894.93852344,35137.57394022,82.80819702,52.60810089
2020-04-09,Sudeste/Centro-Oeste,39398.06,89.91549683,202691.9375,32422.28945833,49226.84375,38525.56,856.43520893,778.134947,106829.8125,44672.9140625,78039.17803125,35684.80037130001,81.59750366,52.70550156
2020-04-10,Sudeste/Centro-Oeste,36814.248999999996,88.09570313,202691.9375,28559.024,48230.5546875,36213.492,725.75059651,685.416576,107291.3984375,41893.09375,78376.36655859,30239.60818718,76.51999664,52.93320084
2020-04-11,Sudeste/Centro-Oeste,38026.723,86.17759705,202691.9375,29251.32091667,47180.40234375,37249.393,757.31654046,702.031702,107570.234375,42643.71875,78580.05621094,31554.85585184,77.89109802,53.07080078
2020-04-12,Sudeste/Centro-Oeste,35854.937999999995,85.19750214,202691.9375,27778.58425,46643.828125,35493.16,732.00179547,666.686022,107859.578125,40944.5,78791.42182031,30500.07480994,74.78730011,53.21360016
2020-04-13,Sudeste/Centro-Oeste,40417.25,85.14399719,202691.9375,32208.23275,46614.55078125,39603.144,840.74083556,772.997586,107869.4453125,42570.28125,78798.62980078,35030.86814777,77.75689697,53.21839905
2020-04-14,Sudeste/Centro-Oeste,40493.465,84.45700073,202691.9375,32853.07129167,46238.40625,39561.337999999996,849.68805092,788.473711,107986.0,43202.5390625,78883.773,35403.66878795,78.91179657,53.27590179
2020-04-15,Sudeste/Centro-Oeste,40894.157999999996,84.19570159999999,202691.9375,33369.579375,46095.3984375,40157.404,846.6606272,800.869905,108075.078125,43149.12109375,78948.84457031,35277.52613268,78.81420135,53.31990051
2020-04-16,Sudeste/Centro-Oeste,39797.805,85.19409943,202691.9375,32342.11016667,46641.9921875,38907.56,810.85478741,776.210644,108332.8828125,42728.5859375,79137.17089453,33785.61614208,78.0460968,53.44710159
2020-04-17,Sudeste/Centro-Oeste,39483.879,85.10389709,202691.9375,32060.91025,46592.62109375,38711.001000000004,815.47765852,769.461846,108598.3984375,42445.98046875,79331.13005859,33978.23577063,77.5298996,53.5780983
2020-04-18,Sudeste/Centro-Oeste,38437.508,85.20490265,202691.9375,29672.42391667,46647.8671875,37679.97,767.72500859,712.138174,108937.609375,40765.515625,79578.92364844,31988.54202426,74.46040344,53.74539948
2020-04-19,Sudeste/Centro-Oeste,36019.797,85.80110168,202691.9375,27460.185,46974.3046875,35331.903,709.40934549,659.04444,109298.7265625,39935.43359375,79842.71975391,29558.72272873,72.94419861,53.92359924
2020-04-20,Sudeste/Centro-Oeste,38752.835,85.47160339,202691.9375,30424.31,46793.91015625,38089.872,771.2008736,730.18344,109588.84375,41628.4453125,80054.65035938,32133.36973248,76.03659821,54.06669998
2020-04-21,Sudeste/Centro-Oeste,39035.492,84.73539734,202691.9375,29960.68916667,46390.84765625,38234.335,776.21809599,719.05654,109894.796875,41363.1796875,80278.14911719,32342.42066552,75.55210114,54.21760178
2020-04-22,Sudeste/Centro-Oeste,40307.602,84.01460266,202691.9375,32411.78808333,45996.2421875,39724.422,839.19312241,777.882914,110074.8203125,42779.578125,80409.65623828,34966.38009907,78.1391983,54.30649948
2020-04-23,Sudeste/Centro-Oeste,40308.16,83.57489777,202691.9375,32648.32154167,45755.51171875,39715.634,837.74613748,783.559717,110322.03125,42235.76171875,80590.24382813,34906.0890612,77.14589691,54.42839813
2020-04-24,Sudeste/Centro-Oeste,40756.277,83.10189819,202691.9375,33011.475875,45496.51953125,39755.309,812.28090049,792.275421,110590.4453125,41567.546875,80786.32030078,33845.03751986,75.92539978,54.56079865
2020-04-25,Sudeste/Centro-Oeste,39450.051,82.23079681,202691.9375,30637.32154167,45019.625,38362.155,760.28787294,735.295717,110843.34375,39087.55859375,80971.06260938,31678.66137247,71.39550018,54.68560028
2020-04-26,Sudeste/Centro-Oeste,37274.208,79.88030243,202691.9375,28526.13179167,43732.79296875,36644.193,728.96006664,684.627163,111030.015625,37490.34765625,81107.42641406,30373.33610898,68.47810364,54.77769852
2020-04-27,Sudeste/Centro-Oeste,40128.969,77.52050018,202691.9375,32383.91504167,42440.81640625,39663.317,815.89847742,777.213961,110944.8359375,37949.38671875,81045.20265234,33995.76989277,69.31659698,54.73569870000001
2020-04-28,Sudeste/Centro-Oeste,40958.214,75.11009979,202691.9375,33106.45783333,41121.22265625,40361.852999999996,814.7976566000001,794.554988,110942.34375,37016.80078125,81043.38210938,33949.90235828,67.61319733,54.73450089
2020-04-29,Sudeste/Centro-Oeste,41288.184,72.54579926,202691.9375,33562.45791667,39717.31640625,40646.062999999995,829.71302887,805.49899,110935.046875,36923.80859375,81038.05174219,34571.37620232,67.44329834,54.73089981
2020-04-30,Sudeste/Centro-Oeste,40827.587999999996,70.16929626,202691.9375,33435.55008333,38416.19140625,40360.322,829.16965359,802.453202,110969.2734375,36610.2578125,81063.05424609,34548.735566100004,66.87059784,54.74769974
2020-05-01,Sudeste/Centro-Oeste,39265.68,93.63030243,202691.9375,30210.23725,37426.8515625,38378.068,759.2019542,725.045694,111197.984375,35295.546875,81230.12758594,31633.41475759,88.29840088,54.86059952
2020-05-02,Sudeste/Centro-Oeste,38453.417,91.81169891,202691.9375,29858.99666667,36699.890625,37934.666,745.63730423,716.61592,111370.8359375,34496.58984375,81356.39565234,31068.22100917,86.29969788,54.94589996
2020-05-03,Sudeste/Centro-Oeste,36390.949,90.31020355,202691.9375,27617.88370833,36099.7265625,35883.355,699.49001024,662.829209,111552.2890625,32506.84375,81488.94716016,29145.417092900003,81.32199859999999,55.03540039
2020-05-04,Sudeste/Centro-Oeste,40032.953,88.46759796,202691.9375,31686.96016667,35363.15625,39655.287000000004,788.4165377,760.487044,111555.5078125,33446.55859375,81491.29845703,32850.68906977,83.67279816,55.03699875
2020-05-05,Sudeste/Centro-Oeste,40731.613,86.78600311,202691.9375,33078.24408333,34690.97265625,40383.852999999996,808.91440012,793.877858,111514.2890625,32856.359375,81461.18816016,33704.76667119,82.19629669,55.01660156
2020-05-06,Sudeste/Centro-Oeste,40857.488,85.18270111,202691.9375,33638.63354167,34050.09765625,40606.302,818.5356837999999,807.327205,111478.78125,32661.68945313,81435.24970313,34105.65349087,81.70929718,54.99909973
2020-05-07,Sudeste/Centro-Oeste,38671.742,83.89600372,202691.9375,32222.248,33535.7734375,38488.988,821.37720298,773.333952,111394.7265625,32853.21484375,81373.84775391,34224.05012401,82.18849945,54.95759964
2020-05-08,Sudeste/Centro-Oeste,39424.926,82.94000244,202691.9375,31369.79975,33153.6015625,39179.191,807.67259613,752.875194,111328.609375,32511.0390625,81325.54914844,33653.0248381,81.33249664,54.92499924
2020-05-09,Sudeste/Centro-Oeste,39011.906,81.88860321,202691.9375,29242.29391667,32733.328125,38400.255,714.8630587,701.815054,111524.65625,31187.88867188,81468.76139063,29785.96077842,78.02239990000001,55.02180099
2020-05-10,Sudeste/Centro-Oeste,35598.585,80.59719849,202691.9375,26657.10145833,32217.15234375,34977.784,655.61650271,639.770435,111740.8046875,28838.70117188,81626.65782422,27317.35427894,72.145401,55.12839889999999
2020-05-11,Sudeste/Centro-Oeste,40583.57,79.37339783,202691.9375,31428.79729167,31727.9375,40198.786,791.71005866,754.291135,111578.515625,30620.30273438,81508.10566406,32987.91911009,76.60240173,55.048301699999996
2020-05-12,Sudeste/Centro-Oeste,40751.831,78.69380188,202691.9375,32655.40829167,31456.27539063,40334.902,810.36209492,783.729799,111503.7421875,30903.83203125,81453.48366797,33765.08728864,77.31169891,55.01139832
2020-05-13,Sudeste/Centro-Oeste,41355.891,78.57839966,202691.9375,33307.163375,31410.14453125,41035.288,828.46698622,799.371921,111404.6796875,31010.15429688,81381.11851172,34519.45775886,77.57769775,54.96260071
2020-05-14,Sudeste/Centro-Oeste,40867.106,78.40039825,202691.9375,33466.94516667,31338.99609375,40460.729,820.36203662,803.206684,111339.0703125,30868.18164063,81333.19086328,34181.75152522,77.22250366,54.93019867
2020-05-15,Sudeste/Centro-Oeste,39692.0,77.81819916,202691.9375,32641.41420833,31106.27148438,39303.632000000005,822.42428091,783.393941,111272.5078125,30489.7265625,81284.56695703,34267.67837029,76.27580261,54.897399899999996
2020-05-16,Sudeste/Centro-Oeste,39096.39,77.2390976,202691.9375,29691.51366667,30874.78515625,38410.652,754.72621404,712.596328,111375.2265625,29861.20117188,81359.60300391,31446.92558425,74.70339966,54.94800186
2020-05-17,Sudeste/Centro-Oeste,36668.822,76.93000031,202691.9375,27066.95341667,30751.2578125,36097.312000000005,718.62465666,649.606882,111498.21875,28889.06835938,81449.44879688,29942.69402722,72.27140045,55.00870132
2020-05-18,Sudeste/Centro-Oeste,40659.852,76.85720062,202691.9375,31401.88554167,30722.16015625,39947.365,797.93793645,753.645253,111425.5078125,29178.859375,81396.33345703,33247.41401877,72.99639893,54.97280121
2020-05-19,Sudeste/Centro-Oeste,40993.934,76.70379639,202691.9375,32408.90845833,30660.828125,40421.902,794.30819654,777.813803,111439.1328125,29196.44140625,81406.28651953,33096.17485453,73.04039764,54.979599
2020-05-20,Sudeste/Centro-Oeste,41091.666,76.39910126,202691.9375,32873.79316667,30539.01367188,40521.788,804.22655845,788.971036,111428.8984375,29535.00585938,81398.81030859,33509.43993514,73.88739777,54.97449875
2020-05-21,Sudeste/Centro-Oeste,41132.211,75.88860321,202691.9375,33063.76508333,30334.97070313,40668.992999999995,812.94733629,793.530362,111411.4453125,29093.09960938,81386.06080078,33872.80567835,72.78179932,54.96590042
2020-05-22,Sudeste/Centro-Oeste,41132.113,75.42359924,202691.9375,33357.977625,30149.0859375,40695.061,832.26573094,800.591463,111311.9921875,29454.34375,81313.41029297,34677.73878849,73.68560028,54.91680145
2020-05-23,Sudeste/Centro-Oeste,40145.133,75.2786026,202691.9375,31856.92720833,30091.12304688,39821.664,743.61605699,764.566253,111423.4453125,27868.70507813,81394.82680078,30984.00237422,69.71880341,54.97180176
2020-05-24,Sudeste/Centro-Oeste,36430.953,75.47409821,202691.9375,28551.72141667,30169.29296875,36090.97,690.72443859,685.241314,111571.09375,27536.99804688,81502.68398438,28780.18494073,68.88899994,55.04470062
2020-05-25,Sudeste/Centro-Oeste,39061.953,76.3105011,202691.9375,29982.1975,30503.59765625,38551.516,775.42415735,719.57274,111602.8828125,29413.93554688,81525.90589453,32309.33988905,73.58450317,55.06029892
2020-05-26,Sudeste/Centro-Oeste,40221.066,76.82599640000001,202691.9375,30815.02904167,30709.66601563,39640.416,816.82072984,739.560697,111621.96875,30257.203125,81539.84817188,34034.19707584,75.69409943,55.06980133
2020-05-27,Sudeste/Centro-Oeste,40353.406,76.47029877,202691.9375,30707.37358333,30567.47070313,39811.97,829.34808256,736.976966,111606.2421875,30361.79882813,81528.35991797,34556.17010655,75.95570374,55.06200027
2020-05-28,Sudeste/Centro-Oeste,40677.719,75.67710114,202691.9375,31008.98658333,30250.41015625,40099.053,792.6403015,744.215678,111601.984375,29676.75195313,81525.24958594,33026.67922887,74.24199677,55.05989838
2020-05-29,Sudeste/Centro-Oeste,40406.227,74.64630127,202691.9375,31154.76958333,29838.38085938,39925.134,767.84062541,747.71447,111628.828125,28552.015625,81544.85894531,31993.3593916,71.42819977,55.07310104
2020-05-30,Sudeste/Centro-Oeste,39533.947,73.30069733,202691.9375,29176.41733333,29300.51367188,38935.696,711.48112934,700.234016,111675.2578125,27886.53710938,81578.77583203,29645.04705575,69.76339722,55.09609985
2020-05-31,Sudeste/Centro-Oeste,36832.281,71.96929932,202691.9375,26786.29945833,28768.31835938,36293.114,682.53788395,642.871187,111741.7421875,27428.04882813,81627.34266797,28439.07849746,68.61640167,55.12889862
2020-06-01,Sudeste/Centro-Oeste,41326.862,86.53170013,202691.9375,31204.76779167,28237.83203125,40689.284,803.94608691,748.914427,111512.546875,27777.79492188,81459.91549219,33497.7536205,85.12200165,55.01580048
2020-06-02,Sudeste/Centro-Oeste,41049.421,85.23329926,202691.9375,32435.5045,27814.13867188,40525.229,831.86409544,778.452108,111228.3671875,27542.89257813,81252.32223047,34661.00397623,84.40209961,54.87559891
2020-06-03,Sudeste/Centro-Oeste,41589.453,83.70290375,202691.9375,33007.57295833,27314.71289063,41234.154,833.97660164,792.181751,111073.6328125,27129.40625,81139.28876953,34749.02506764,83.13510132,54.79919815
2020-06-04,Sudeste/Centro-Oeste,41707.152,82.51560211,202691.9375,33633.12941667,26927.2734375,41264.181000000004,826.9166993,807.195106,110826.234375,26821.24804688,80958.56421094,34454.86247043,82.19069672,54.67720032
2020-06-05,Sudeste/Centro-Oeste,41062.512,81.55200195,202691.9375,33451.543375,26612.80664063,40591.337999999996,800.95551792,802.837041,110660.6328125,26485.83984375,80837.59226953,33373.14657952,81.16290283,54.59550095
